Gene,Main location,Other location,Expression type,Reliability
ENSG00000048052,Nucleus but not nucleoli,Cytoskeleton (Intermediate filaments),Staining,Uncertain
ENSG00000048162,Nucleoli;Vesicles,Nucleus,Staining,Supportive
ENSG00000048342,,,Staining,Uncertain
ENSG00000048392,Nucleus but not nucleoli;Cytoplasm,,Staining,Supportive
ENSG00000048405,Plasma membrane;Cytoplasm,Nucleoli,Staining,Uncertain
ENSG00000048544,Mitochondria,Cytoskeleton (Actin filaments),APE,Low
ENSG00000048828,Cytoplasm,,Staining,Supportive
ENSG00000048991,Nucleus but not nucleoli;Cytoplasm,,Staining,Uncertain
ENSG00000049192,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000049239,Cytoplasm,,Staining,Non-supportive
ENSG00000049246,Cytoplasm,,Staining,Uncertain
ENSG00000049247,Nucleus,,Staining,Uncertain
ENSG00000049249,,,Staining,Uncertain
ENSG00000049323,Cytoplasm,Nucleus;Nucleoli,APE,Medium
ENSG00000049449,Endoplasmic reticulum,,Staining,Supportive
ENSG00000049540,Nucleus,,Staining,Uncertain
ENSG00000049541,Nucleus but not nucleoli,Golgi apparatus,Staining,Uncertain
ENSG00000049618,Nucleus but not nucleoli,Vesicles,Staining,Supportive
ENSG00000049656,Endoplasmic reticulum,,Staining,Uncertain
ENSG00000049759,Nucleus but not nucleoli,,Staining,Non-supportive
ENSG00000049769,Nucleoli;Cytoplasm,,Staining,Uncertain
ENSG00000050030,Nucleus,Cytoplasm,Staining,Uncertain
ENSG00000050165,Cytoplasm,,Staining,Uncertain
ENSG00000050327,Plasma membrane;Cytoplasm,,APE,High
ENSG00000050405,Focal Adhesions,Plasma membrane;Cytoplasm;Cytoskeleton (Actin filaments),Staining,Supportive
ENSG00000050628,Nucleus but not nucleoli,,Staining,Non-supportive
ENSG00000050730,Nucleus but not nucleoli;Cytoplasm,,Staining,Uncertain
ENSG00000051108,Plasma membrane;Cytoplasm,,Staining,Uncertain
ENSG00000051620,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000051825,Plasma membrane;Cytoplasm,Nucleus;Centrosome,Staining,Uncertain
ENSG00000052126,,,Staining,Uncertain
ENSG00000052344,Nucleus;Centrosome,,Staining,Uncertain
ENSG00000052723,Vesicles;Focal Adhesions,,Staining,Supportive
ENSG00000052795,Nucleus but not nucleoli,Plasma membrane;Cytoplasm,Staining,Supportive
ENSG00000052841,Plasma membrane,Cytoplasm,Staining,Uncertain
ENSG00000053108,Mitochondria,Cytoplasm,Staining,Uncertain
ENSG00000053328,Cytoplasm,Nucleus but not nucleoli;Golgi apparatus,Staining,Uncertain
ENSG00000053372,Nucleus,Nucleoli;Nuclear membrane,APE,High
ENSG00000053501,Nucleus but not nucleoli,Cytoplasm,Staining,Non-supportive
ENSG00000053524,Plasma membrane;Cytoplasm,,Staining,Uncertain
ENSG00000053702,Nucleus,Cytoplasm,Staining,Uncertain
ENSG00000053747,Cytoplasm;Vesicles,,Staining,Uncertain
ENSG00000053900,Cytoskeleton (Intermediate filaments),,APE,Low
ENSG00000054116,Cytoplasm;Golgi apparatus,,Staining,Supportive
ENSG00000054118,Nucleus but not nucleoli,Vesicles,Staining,Supportive
ENSG00000054148,Cytoplasm,Nucleus but not nucleoli,Staining,Uncertain
ENSG00000054267,,,Staining,Uncertain
ENSG00000054523,Nucleus but not nucleoli;Cytoplasm,Focal Adhesions,Staining,Uncertain
ENSG00000054598,Nucleus but not nucleoli,,Staining,Supportive
ENSG00000054611,Nucleus;Nucleus but not nucleoli;Cytoplasm,Golgi apparatus;Vesicles,Staining,Uncertain
ENSG00000054654,Nuclear membrane,Nucleus,Staining,Supportive
ENSG00000054793,Nucleus,Nucleoli,Staining,Uncertain
ENSG00000054938,Mitochondria,,Staining,Supportive
ENSG00000054965,,,Staining,Uncertain
ENSG00000055044,Nucleus;Nucleoli,,APE,High
ENSG00000055070,Nucleus but not nucleoli;Cytoplasm,Vesicles,Staining,Uncertain
ENSG00000055147,Cytoplasm,Vesicles,APE,Low
ENSG00000055211,Nucleoli;Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000055332,Nucleus but not nucleoli,Nucleoli,Staining,Uncertain
ENSG00000055483,Nucleoli,,Staining,Supportive
ENSG00000055732,Cytoplasm,Nucleoli,Staining,Uncertain
ENSG00000055813,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000055917,Cytoplasm,,Staining,Uncertain
ENSG00000055955,Vesicles,,Staining,Uncertain
ENSG00000055957,Vesicles,,Staining,Uncertain
ENSG00000056050,Cytoplasm,,Staining,Uncertain
ENSG00000056097,Nucleus but not nucleoli,,Staining,Supportive
ENSG00000056291,Plasma membrane;Cytoskeleton (Actin filaments),,Staining,Supportive
ENSG00000056558,,,Staining,Uncertain
ENSG00000056736,Nucleus but not nucleoli;Centrosome,,Staining,Non-supportive
ENSG00000056972,Golgi apparatus,Cytoplasm;Vesicles,Staining,Uncertain
ENSG00000056998,Endoplasmic reticulum,,Staining,Uncertain
ENSG00000057019,Plasma membrane,Nucleus;Cytoplasm;Golgi apparatus,Staining,Uncertain
ENSG00000057294,Nucleus but not nucleoli;Plasma membrane;Cytoskeleton (Intermediate filaments);Cell Junctions,,Staining,Uncertain
ENSG00000057468,Nucleus but not nucleoli,Cytoplasm,Staining,Uncertain
ENSG00000057657,Nucleus,Nucleoli,Staining,Uncertain
ENSG00000057704,Endoplasmic reticulum,Cytoplasm,Staining,Uncertain
ENSG00000057757,Nucleus,,Staining,Uncertain
ENSG00000057935,Nucleus but not nucleoli,Vesicles,Staining,Supportive
ENSG00000058056,Nucleus but not nucleoli;Cytoplasm,,Staining,Uncertain
ENSG00000058063,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000058091,Nucleus,Cytoplasm,Staining,Supportive
ENSG00000058272,Nucleus;Nucleoli,Cytoplasm;Cytoskeleton (Actin filaments),Staining,Uncertain
ENSG00000058404,,,Staining,Uncertain
ENSG00000058453,Centrosome,Plasma membrane;Cytoplasm;Cytoskeleton (Actin filaments),Staining,Supportive
ENSG00000058600,Nucleus but not nucleoli,,Staining,Supportive
ENSG00000058673,Nucleus but not nucleoli,Plasma membrane;Cytoskeleton (Intermediate filaments),APE,Medium
ENSG00000058729,Cytoplasm,Plasma membrane;Golgi apparatus,Staining,Uncertain
ENSG00000058799,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000058866,Plasma membrane;Cytoplasm,,Staining,Supportive
ENSG00000059122,Nucleus but not nucleoli;Cytoplasm,,APE,High
ENSG00000059378,Cytoplasm,,Staining,Non-supportive
ENSG00000059573,Mitochondria,,APE,High
ENSG00000059588,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000059691,Mitochondria,,Staining,Supportive
ENSG00000059728,Nucleus but not nucleoli;Mitochondria,Cytoplasm,Staining,Supportive
ENSG00000059758,Nucleus but not nucleoli;Cytoplasm,,Staining,Uncertain
ENSG00000059769,Nucleus but not nucleoli,Cytoplasm,Staining,Uncertain
ENSG00000059804,Cytoplasm,Plasma membrane,Staining,Uncertain
ENSG00000060069,Nucleus but not nucleoli,Cytoskeleton (Actin filaments),Staining,Supportive
ENSG00000060138,Cytoplasm,,Staining,Supportive
ENSG00000060339,Nucleus but not nucleoli,Golgi apparatus,Staining,Uncertain
ENSG00000060491,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000060558,,,Staining,Uncertain
ENSG00000060656,Vesicles,Nucleus but not nucleoli;Plasma membrane;Cytoplasm,Staining,Uncertain
ENSG00000060688,Nucleus but not nucleoli,Cytoplasm,Staining,Supportive
ENSG00000060749,Nucleus but not nucleoli,Cytoplasm,Staining,Uncertain
ENSG00000060762,Mitochondria,,Staining,Uncertain
ENSG00000060971,Vesicles,,Staining,Supportive
ENSG00000061273,Cytoplasm,,Staining,Supportive
ENSG00000061337,Plasma membrane;Cytoplasm,Nucleoli;Golgi apparatus,APE,Medium
ENSG00000061455,Nucleus,,APE,Medium
ENSG00000061492,Plasma membrane;Cytoplasm,Mitochondria,Staining,Uncertain
ENSG00000061676,Cytoplasm,,Staining,Uncertain
ENSG00000061794,Mitochondria,Plasma membrane;Cytoplasm,Staining,Uncertain
ENSG00000061918,Vesicles,Cytoplasm,Staining,Supportive
ENSG00000061936,Nucleus,Plasma membrane;Cytoplasm,APE,Low
ENSG00000061938,Cytoplasm,,Staining,Uncertain
ENSG00000061987,Nucleoli;Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000062038,Cytoplasm,Nucleus but not nucleoli;Centrosome,Staining,Uncertain
ENSG00000062096,Cytoplasm,,Staining,Uncertain
ENSG00000062194,Cytoplasm;Vesicles,Nucleoli;Plasma membrane,Staining,Uncertain
ENSG00000062282,Cytoplasm,,Staining,Non-supportive
ENSG00000062370,Centrosome,Cytoplasm,Staining,Uncertain
ENSG00000062650,Nucleus but not nucleoli,Vesicles;Cytoskeleton (Microtubules),APE,Low
ENSG00000062716,Nucleus;Centrosome,Nucleoli;Cytoskeleton (Microtubules),Staining,Uncertain
ENSG00000063015,Cytoskeleton (Intermediate filaments),,Staining,Non-supportive
ENSG00000063180,Cytoskeleton (Microtubules),,Staining,Uncertain
ENSG00000063241,Mitochondria,Cytoplasm,Staining,Uncertain
ENSG00000063438,Nucleus but not nucleoli;Cytoplasm,,APE,Very low
ENSG00000063515,,,Staining,Uncertain
ENSG00000063587,Nucleoli,,Staining,Uncertain
ENSG00000063601,Nucleus but not nucleoli,,Staining,Non-supportive
ENSG00000063660,Cytoplasm;Cytoskeleton (Intermediate filaments),Nucleus but not nucleoli,Staining,Non-supportive
ENSG00000064012,Cytoplasm,Nucleus but not nucleoli;Mitochondria;Centrosome,APE,Low
ENSG00000064042,Cytoplasm,Endoplasmic reticulum;Golgi apparatus,Staining,Uncertain
ENSG00000064102,Nucleus but not nucleoli;Vesicles,,Staining,Uncertain
ENSG00000064115,Nucleus;Nucleoli,Cytoplasm,Staining,Non-supportive
ENSG00000064195,Nucleus,Cytoplasm,Staining,Uncertain
ENSG00000064199,Golgi apparatus,Cytoplasm;Cytoskeleton (Intermediate filaments),Staining,Uncertain
ENSG00000064201,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000064300,Nucleus but not nucleoli,Plasma membrane,APE,Low
ENSG00000064309,Nucleus but not nucleoli;Cytoplasm,,Staining,Uncertain
ENSG00000064393,Nucleus;Nuclear membrane,Centrosome,Staining,Supportive
ENSG00000064419,Vesicles,Nucleus but not nucleoli,Staining,Supportive
ENSG00000064545,Cytoplasm,,Staining,Uncertain
ENSG00000064547,,,Staining,Uncertain
ENSG00000064601,Vesicles,Nucleus but not nucleoli,Staining,Supportive
ENSG00000064607,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000064651,Nucleus,Nucleoli,Staining,Non-supportive
ENSG00000064652,,,Staining,Uncertain
ENSG00000064655,Mitochondria,,Staining,Supportive
ENSG00000064692,Nucleus,Cytoplasm,Staining,Supportive
ENSG00000064703,Nucleus;Cytoplasm,,Staining,Supportive
ENSG00000064763,Golgi apparatus,Nucleoli,Staining,Uncertain
ENSG00000064835,Nucleus but not nucleoli;Cytoplasm,,Staining,Supportive
ENSG00000064886,Mitochondria,,Staining,Uncertain
ENSG00000064989,,,Staining,Uncertain
ENSG00000064999,Nucleus but not nucleoli;Cytoplasm,,Staining,Supportive
ENSG00000065029,Nucleus but not nucleoli,Nucleoli;Cytoplasm;Centrosome,APE,Medium
ENSG00000065054,Plasma membrane,,Staining,Supportive
ENSG00000065060,Centrosome,,Staining,Uncertain
ENSG00000065183,Nucleus;Nucleoli;Nuclear membrane,,Staining,Supportive
ENSG00000065308,Cytoplasm,Nucleus but not nucleoli,Staining,Uncertain
ENSG00000065328,Nucleoli,Nucleus;Cytoplasm,Staining,Supportive
ENSG00000065413,Nucleus but not nucleoli;Cytoplasm,Cytoskeleton (Microtubules),Staining,Uncertain
ENSG00000065427,Cytoplasm,Cytoskeleton (Microtubules),APE,Medium
ENSG00000065457,Nucleus but not nucleoli,,APE,Low
ENSG00000065485,Nucleus,Nucleoli;Plasma membrane;Cytoplasm;Golgi apparatus,APE,Very low
ENSG00000065491,Nucleus but not nucleoli;Cytoplasm,Nuclear membrane,APE,Very low
ENSG00000065526,Nucleus but not nucleoli,,Staining,Supportive
ENSG00000065534,Plasma membrane,,Staining,Uncertain
ENSG00000065548,Cytoplasm,Nucleus,APE,High
ENSG00000065609,Cytoplasm;Centrosome,,Staining,Uncertain
ENSG00000065613,Plasma membrane;Cytoplasm,,Staining,Supportive
ENSG00000065615,Cytoplasm,Nucleus but not nucleoli,Staining,Non-supportive
ENSG00000065618,Nucleus but not nucleoli,Cytoplasm,Staining,Non-supportive
ENSG00000065802,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000065809,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000065833,Nucleus but not nucleoli,Plasma membrane;Cytoplasm,Staining,Uncertain
ENSG00000065970,Nucleus;Nucleoli,,Staining,Supportive
ENSG00000065978,Cytoplasm,Vesicles,Staining,Supportive
ENSG00000066032,Nucleus;Mitochondria,,Staining,Uncertain
ENSG00000066117,Nucleus but not nucleoli,Vesicles,Staining,Uncertain
ENSG00000066135,Nucleoli,Cytoplasm;Centrosome,Staining,Supportive
ENSG00000066230,Plasma membrane,,Staining,Uncertain
ENSG00000066248,Plasma membrane;Cytoplasm,,Staining,Supportive
ENSG00000066382,,,Staining,Uncertain
ENSG00000066422,Nucleus but not nucleoli,,APE,High
ENSG00000066427,Vesicles,Golgi apparatus,Staining,Non-supportive
ENSG00000066455,Golgi apparatus,,Staining,Supportive
ENSG00000066468,Plasma membrane,,Staining,Supportive
ENSG00000066557,Nucleoli,,Staining,Uncertain
ENSG00000066651,Cytoplasm,,Staining,Uncertain
ENSG00000066654,Cytoplasm,,Staining,Uncertain
ENSG00000066739,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000066777,Golgi apparatus,Nucleus but not nucleoli;Cytoplasm,APE,High
ENSG00000066855,Cytoplasm;Mitochondria,,Staining,Uncertain
ENSG00000066933,Plasma membrane,,Staining,Uncertain
ENSG00000067048,Cytoplasm,,APE,High
ENSG00000067057,,,Staining,Uncertain
ENSG00000067064,Nucleoli;Cytoplasm,,Staining,Non-supportive
ENSG00000067066,Nucleus,,APE,Medium
ENSG00000067141,Nucleus but not nucleoli;Plasma membrane,Nucleoli;Golgi apparatus,APE,Low
ENSG00000067167,Nucleus,,Staining,Non-supportive
ENSG00000067177,Vesicles,,Staining,Uncertain
ENSG00000067182,Mitochondria,,APE,Very low
ENSG00000067191,Nucleus;Nucleoli;Cytoplasm;Cytoskeleton (Microtubules),,Staining,Non-supportive
ENSG00000067208,Golgi apparatus;Vesicles,,Staining,Non-supportive
ENSG00000067221,Cytoplasm,,Staining,Uncertain
ENSG00000067225,Cytoplasm,Plasma membrane,Staining,Supportive
ENSG00000067248,Cytoplasm,,Staining,Uncertain
ENSG00000067334,Nucleoli,Nucleus,Staining,Supportive
ENSG00000067365,Vesicles,Nucleus but not nucleoli,Staining,Uncertain
ENSG00000067369,Nucleus,,APE,High
ENSG00000067533,Nucleoli,Nucleus;Mitochondria,Staining,Supportive
ENSG00000067606,Cytoplasm,Nucleus;Plasma membrane,Staining,Uncertain
ENSG00000067646,,,Staining,Uncertain
ENSG00000067704,Mitochondria,,APE,High
ENSG00000067715,Nucleus;Nucleoli;Mitochondria,,Staining,Non-supportive
ENSG00000067798,Nuclear membrane;Cytoplasm,Nucleus,Staining,Uncertain
ENSG00000067829,Mitochondria,Nucleoli;Nucleus but not nucleoli,APE,High
ENSG00000067836,Cytoplasm,Plasma membrane,Staining,Uncertain
ENSG00000067842,Nucleoli;Plasma membrane;Golgi apparatus,,Staining,Uncertain
ENSG00000067955,Cytoplasm,Nucleus,Staining,Uncertain
ENSG00000068001,,,Staining,Uncertain
ENSG00000068028,Plasma membrane;Cytoplasm,,Staining,Supportive
ENSG00000068078,,,Staining,Uncertain
ENSG00000068097,Nuclear membrane,Nucleoli;Nucleus but not nucleoli;Cytoplasm;Golgi apparatus,Staining,Uncertain
ENSG00000068120,Nucleus but not nucleoli;Cytoplasm,,APE,High
ENSG00000068308,Cytoplasm,Nucleoli;Centrosome,Staining,Uncertain
ENSG00000068323,Nucleus but not nucleoli;Cytoplasm,,Staining,Supportive
ENSG00000068366,Plasma membrane,Cytoplasm,Staining,Uncertain
ENSG00000068383,Cytoplasm,Nucleus,Staining,Non-supportive
ENSG00000068394,Nucleus but not nucleoli,,APE,High
ENSG00000068400,Nucleus but not nucleoli,,Staining,Non-supportive
ENSG00000068438,Cytoplasm,,Staining,Non-supportive
ENSG00000068489,Cytoskeleton (Intermediate filaments),Cytoplasm,Staining,Uncertain
ENSG00000068650,Vesicles,,APE,Low
ENSG00000068697,Cytoplasm,,APE,Low
ENSG00000068724,,,APE,N/A
ENSG00000068745,Nucleus;Vesicles;Cytoskeleton (Intermediate filaments),,Staining,Supportive
ENSG00000068781,Nucleus but not nucleoli,Cytoplasm,Staining,Uncertain
ENSG00000068784,Cytoplasm;Mitochondria,,Staining,Uncertain
ENSG00000068796,Nucleoli,Nucleus,Staining,Non-supportive
ENSG00000068831,Nucleus,Golgi apparatus,Staining,Uncertain
ENSG00000068885,Nucleus;Nucleoli,Mitochondria,Staining,Uncertain
ENSG00000068903,Nucleoli;Cytoplasm,Plasma membrane,Staining,Uncertain
ENSG00000068912,Nucleus but not nucleoli;Cytoplasm,,Staining,Non-supportive
ENSG00000068971,Nucleus;Golgi apparatus,Nucleoli;Cytoplasm,Staining,Uncertain
ENSG00000068985,Nucleoli,Nucleus;Cytoplasm;Mitochondria,Staining,Uncertain
ENSG00000069011,Nucleoli,,Staining,Supportive
ENSG00000069018,Focal Adhesions,Cytoskeleton (Actin filaments),Staining,Uncertain
ENSG00000069020,Cytoplasm,Nucleus but not nucleoli,Staining,Uncertain
ENSG00000069188,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000069424,,,Staining,Uncertain
ENSG00000069431,Nucleus but not nucleoli;Cytoplasm,,Staining,Uncertain
ENSG00000069509,Plasma membrane;Cytoplasm,,Staining,Uncertain
ENSG00000069535,Nucleoli,,Staining,Non-supportive
ENSG00000069702,,,Staining,Uncertain
ENSG00000069712,Centrosome,Nucleus but not nucleoli;Cytoplasm,Staining,Uncertain
ENSG00000069764,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000069812,Vesicles,,Staining,Uncertain
ENSG00000069849,Cytoplasm,,Staining,Uncertain
ENSG00000069869,Cytoplasm;Cytoskeleton (Intermediate filaments),,Staining,Uncertain
ENSG00000069943,Plasma membrane;Cytoplasm,,Staining,Non-supportive
ENSG00000069956,Cytoplasm,Cytoskeleton (Microtubules),Staining,Non-supportive
ENSG00000069966,Cytoplasm,,Staining,Uncertain
ENSG00000069974,Cytoskeleton (Intermediate filaments),Cytoplasm,Staining,Non-supportive
ENSG00000069998,Mitochondria,,Staining,Uncertain
ENSG00000070010,Nucleus but not nucleoli,Cytoplasm,Staining,Uncertain
ENSG00000070018,Nucleus but not nucleoli;Cytoplasm,,Staining,Uncertain
ENSG00000070019,Cytoskeleton (Actin filaments),,Staining,Uncertain
ENSG00000070047,Nucleoli,Nucleus,Staining,Uncertain
ENSG00000070081,Golgi apparatus,,Staining,Supportive
ENSG00000070087,,,Staining,Uncertain
ENSG00000070159,,,Staining,Uncertain
ENSG00000070182,Cytoplasm,Golgi apparatus,APE,Medium
ENSG00000070269,,,Staining,Uncertain
ENSG00000070366,Nucleoli,Nucleus;Cytoplasm,Staining,Supportive
ENSG00000070413,,,Staining,Uncertain
ENSG00000070423,Nucleus but not nucleoli,Cytoplasm,Staining,Uncertain
ENSG00000070526,Nucleus but not nucleoli,Mitochondria;Cytoskeleton (Intermediate filaments),Staining,Uncertain
ENSG00000070540,Nucleus;Cytoplasm,,Staining,Non-supportive
ENSG00000070610,Nucleus but not nucleoli;Golgi apparatus,Cytoplasm,Staining,Non-supportive
ENSG00000070669,,,Staining,Uncertain
ENSG00000070729,Cytoplasm,,Staining,Uncertain
ENSG00000070759,Nucleus but not nucleoli,,Staining,Supportive
ENSG00000070761,Nucleus but not nucleoli,Cytoplasm,Staining,Uncertain
ENSG00000070785,Plasma membrane;Cytoplasm;Vesicles,,Staining,Uncertain
ENSG00000070814,Nucleoli,Nucleus,APE,High
ENSG00000070882,Cytoplasm,Nucleoli,Staining,Uncertain
ENSG00000070886,,,Staining,Uncertain
ENSG00000070915,Nucleus but not nucleoli;Cytoplasm,Cell Junctions,Staining,Uncertain
ENSG00000070961,Nucleus,,APE,Very low
ENSG00000071246,Nucleus;Cytoplasm;Centrosome,,Staining,Uncertain
ENSG00000071282,Plasma membrane,Cytoplasm;Cell Junctions,Staining,Uncertain
ENSG00000071537,,,Staining,Uncertain
ENSG00000071575,Nucleus but not nucleoli;Cytoplasm,,Staining,Supportive
ENSG00000071626,Nucleus but not nucleoli;Cytoplasm,,APE,High
ENSG00000071677,Nucleus but not nucleoli,Cytoplasm,Staining,Uncertain
ENSG00000071794,Nucleus but not nucleoli,,Staining,Supportive
ENSG00000071859,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000071967,Nucleus but not nucleoli;Cytoplasm,Golgi apparatus,Staining,Uncertain
ENSG00000071994,Plasma membrane,,Staining,Uncertain
ENSG00000072041,Nucleoli,Vesicles,Staining,Uncertain
ENSG00000072071,,,Staining,Uncertain
ENSG00000072110,Cytoskeleton (Actin filaments),Nucleoli,Staining,Uncertain
ENSG00000072133,Nucleus;Mitochondria,Nucleoli;Cytoplasm,APE,Medium
ENSG00000072182,Golgi apparatus,,Staining,Uncertain
ENSG00000072195,Cytoplasm,,Staining,Non-supportive
ENSG00000072201,Nucleus but not nucleoli,Cytoplasm;Vesicles,Staining,Uncertain
ENSG00000072274,Golgi apparatus;Vesicles,,Staining,Supportive
ENSG00000072315,Nucleus;Cytoplasm,,Staining,Uncertain
ENSG00000072364,Nucleus;Mitochondria,,Staining,Supportive
ENSG00000072401,Cytoplasm,,Staining,Uncertain
ENSG00000072415,Plasma membrane;Cytoplasm,Nucleus but not nucleoli,Staining,Uncertain
ENSG00000072422,Cytoskeleton (Microtubules),Cytoplasm,Staining,Uncertain
ENSG00000072501,Nucleus but not nucleoli,Cytoplasm,Staining,Supportive
ENSG00000072506,Nucleus;Nuclear membrane,Golgi apparatus,Staining,Non-supportive
ENSG00000072518,Nucleoli;Cytoplasm,,Staining,Non-supportive
ENSG00000072571,Vesicles,,Staining,Uncertain
ENSG00000072694,Nuclear membrane,Cytoplasm,Staining,Non-supportive
ENSG00000072736,Nucleus;Plasma membrane,Nucleoli,Staining,Supportive
ENSG00000072756,Mitochondria,Centrosome,Staining,Supportive
ENSG00000072778,Nucleus,Mitochondria,Staining,Uncertain
ENSG00000072832,Cytoplasm;Vesicles,,Staining,Supportive
ENSG00000072840,Nucleus;Cytoplasm,,APE,Medium
ENSG00000072858,Nucleus but not nucleoli,Cytoplasm,Staining,Uncertain
ENSG00000072864,Nucleus but not nucleoli;Plasma membrane;Cytoplasm,,Staining,Uncertain
ENSG00000072952,Cytoplasm,Nucleus,Staining,Uncertain
ENSG00000072958,Nucleus but not nucleoli,Centrosome,Staining,Non-supportive
